league,season,team,player,goals_p90,assists_p90,selection,goal_assist_p90,team_success
,2526,Eintracht Frankfurt,Fares Chaïbi,0.1,0.45,ALG,0.55,38
,2526,Eintracht Frankfurt,Hugo Larsson,0.1,0.1,SWE,0.2,32
,2526,Eintracht Frankfurt,Jean Mattéo Bahoya,0.2,0.27,FRA,0.47,28
,2526,Eintracht Frankfurt,Jonathan Burkardt,0.88,0.07,GER,0.94,16
,2526,Eintracht Frankfurt,Kauã Santos,0.0,0.0,BRA,0.0,32
,2526,Eintracht Frankfurt,Mahmoud Dahoud,0.25,0.38,GER,0.63,15
,2526,Eintracht Frankfurt,Mario Götze,0.0,0.0,GER,0.0,20
,2526,Eintracht Frankfurt,Michael Zetterer,0.0,0.0,GER,0.0,33
,2526,Eintracht Frankfurt,Nathaniel Brown,0.14,0.14,GER,0.27,55
,2526,Eintracht Frankfurt,Nnamdi Collins,0.06,0.12,GER,0.18,32
,2526,Eintracht Frankfurt,Oscar Højlund,0.08,0.08,DEN,0.17,23
,2526,Eintracht Frankfurt,Rasmus Kristensen,0.12,0.0,DEN,0.12,30
,2526,Eintracht Frankfurt,Ritsu Doan,0.19,0.19,JPN,0.38,44
,2526,Eintracht Frankfurt,Robin Koch,0.1,0.03,GER,0.13,60
,2526,Freiburg,Anthony Jung,0.0,0.0,GER,0.0,12
,2526,Freiburg,Christian Günter,0.0,0.17,GER,0.17,31
,2526,Freiburg,Derry Scherhant,0.35,0.07,GER,0.42,24
,2526,Freiburg,Ifechukwu Ogbus,0.0,0.0,SUI,0.0,27
,2526,Freiburg,Igor Matanovic,0.63,0.11,CRO,0.74,27
,2526,Freiburg,Jan-Niklas Beste,0.11,0.11,GER,0.21,25
,2526,Freiburg,Johan Manzambi,0.22,0.17,SUI,0.39,36
,2526,Freiburg,Jordy Makengo,0.0,0.08,FRA,0.08,20
,2526,Freiburg,Lucas Höler,0.13,0.04,GER,0.18,43
,2526,Freiburg,Lukas Kübler,0.11,0.11,GER,0.23,35
,2526,Freiburg,Matthias Ginter,0.1,0.1,GER,0.19,51
,2526,Freiburg,Max Rosenfelder,0.0,0.0,GER,0.0,8
,2526,Freiburg,Maximilian Eggestein,0.09,0.03,GER,0.12,57
,2526,Freiburg,Noah Atubolu,0.0,0.0,GER,0.0,57
,2526,Freiburg,Patrick Osterhage,0.08,0.0,GER,0.08,17
,2526,Freiburg,Philipp Lienhart,0.07,0.0,AUT,0.07,22
,2526,Freiburg,Philipp Treu,0.04,0.08,GER,0.12,38
,2526,Freiburg,Vincenzo Grifo,0.37,0.21,ITA,0.58,33
,2526,Freiburg,Yuito Suzuki,0.22,0.11,JPN,0.33,31
,2526,Gladbach,Castrop Jens,0.17,0.06,KOR,0.23,31
,2526,Gladbach,Fabio Chiarodia,0.0,0.0,ITA,0.0,13
,2526,Gladbach,Florian Neuhaus,0.0,0.1,GER,0.1,9
,2526,Gladbach,Franck Honorat,0.09,0.27,FRA,0.36,32
,2526,Gladbach,Gio Reyna,0.17,0.0,USA,0.17,11
,2526,Gladbach,Haris Tabakovic,0.49,0.11,BIH,0.6,34
,2526,Gladbach,Hugo Bolin,0.16,0.16,SWE,0.33,8
,2526,Gladbach,Joe Scally,0.07,0.1,USA,0.17,40
,2526,Gladbach,Kevin Diks,0.18,0.0,IDN,0.18,43
,2526,Gladbach,Kevin Stöger,0.07,0.07,AUT,0.14,25
,2526,Gladbach,Luca Netz,0.0,0.19,GER,0.19,10
,2526,Gladbach,Lukas Ullrich,0.0,0.0,GER,0.0,29
,2526,Gladbach,Moritz Nicolas,0.0,0.0,GER,0.0,53
,2526,Gladbach,Nico Elvedi,0.0,0.06,SUI,0.06,50
,2526,Gladbach,Philipp Sander,0.07,0.0,GER,0.07,39
,2526,Gladbach,Rocco Reitz,0.0,0.14,GER,0.14,46
,2526,Gladbach,Shuto Machino,0.25,0.08,JPN,0.33,32
,2526,Gladbach,Wael Mohya,0.33,0.16,GER,0.49,9
,2526,Gladbach,Yannik Engelhardt,0.07,0.07,GER,0.14,39
,2526,Hamburger SV,Albert Grønbaek,0.18,0.37,DEN,0.55,11
,2526,Hamburger SV,Albert Sambi Lokonga,0.26,0.0,BEL,0.26,29
,2526,Hamburger SV,Bakery Jatta,0.1,0.1,GAM,0.2,12
,2526,Hamburger SV,Damion Downs,0.0,0.0,USA,0.0,8
,2526,Hamburger SV,Daniel Elfadli,0.0,0.0,LBY,0.0,21
,2526,Hamburger SV,Daniel Heuer Fernandes,0.0,0.0,POR,0.0,53
,2526,Hamburger SV,Fabio Vieira,0.29,0.2,POR,0.49,36
,2526,Hamburger SV,Giorgi Gocholeishvili,0.0,0.19,GEO,0.19,12
,2526,Hamburger SV,Jean-Luc Dompé,0.24,0.0,FRA,0.24,14
,2526,Hamburger SV,Jordan Torunarigha,0.0,0.0,GER,0.0,35
,2526,Hamburger SV,Luka Vušković,0.22,0.0,CRO,0.22,41
,2526,Hamburger SV,Miro Muheim,0.0,0.15,SUI,0.15,42
,2526,Hamburger SV,Nicolai Remberg,0.0,0.06,GER,0.06,49
,2526,Hamburger SV,Nicolás Capaldo,0.04,0.13,ARG,0.18,34
,2526,Hamburger SV,Philip Otele,0.19,0.19,NGA,0.38,6
,2526,Hamburger SV,Ransford Königsdörffer,0.19,0.04,GHA,0.23,44
,2526,Hamburger SV,Rayan Philippe,0.35,0.0,FRA,0.35,17
,2526,Hamburger SV,Robert Glatzel,0.44,0.29,GER,0.74,13
,2526,Hamburger SV,Warmed Omari,0.0,0.06,COM,0.06,28
,2526,Hamburger SV,William Mikelbrencis,0.0,0.26,FRA,0.26,34
,2526,Heidenheim,Adrian Beck,0.1,0.1,GER,0.21,21
,2526,Heidenheim,Arijon Ibrahimović,0.08,0.17,GER,0.25,49
,2526,Heidenheim,Benedikt Gimber,0.0,0.0,GER,0.0,40
,2526,Heidenheim,Budu Zivzivadze,0.47,0.0,GEO,0.47,30
,2526,Heidenheim,Diant Ramaj,0.0,0.03,GER,0.03,67
,2526,Heidenheim,Eren Dinkçi,0.24,0.08,GER,0.32,24
,2526,Heidenheim,Hannes Behrens,0.07,0.14,GER,0.2,29
,2526,Heidenheim,Jan Schöppner,0.12,0.12,GER,0.24,51
,2526,Heidenheim,Jonas Föhrenbach,0.04,0.04,GER,0.08,51
,2526,Heidenheim,Julian Niehues,0.2,0.0,GER,0.2,30
,2526,Heidenheim,Luca Kerber,0.26,0.0,GER,0.26,18
,2526,Heidenheim,Marnon Busch,0.05,0.23,GER,0.28,43
,2526,Heidenheim,Marvin Pieringer,0.22,0.05,GER,0.27,38
,2526,Heidenheim,Mathias Honsak,0.14,0.07,AUT,0.22,30
,2526,Heidenheim,Mikkel Kaufmann,0.17,0.17,DEN,0.34,10
,2526,Heidenheim,Niklas Dorsch,0.0,0.04,GER,0.04,51
,2526,Heidenheim,Omar Traoré,0.0,0.12,GER,0.12,41
,2526,Heidenheim,Patrick Mainka,0.06,0.06,GER,0.12,72
,2526,Heidenheim,Sirlord Conteh,0.29,0.14,GER,0.43,16
,2526,Heidenheim,Stefan Schimmer,0.55,0.11,GER,0.66,18
,2526,Heidenheim,Tim Siersleben,0.0,0.0,GER,0.0,29
,2526,Hoffenheim,Albian Hajdari,0.04,0.07,KVX,0.11,37
,2526,Hoffenheim,Alexander Prass,0.21,0.14,AUT,0.34,25
,2526,Hoffenheim,Andrej Kramarić,0.57,0.24,CRO,0.82,33
,2526,Hoffenheim,Bazoumana Touré,0.19,0.35,CIV,0.55,44
,2526,Hoffenheim,Bernardo,0.0,0.0,BRA,0.0,35
,2526,Hoffenheim,Fisnik Asllani,0.39,0.27,KVX,0.66,41
,2526,Hoffenheim,Grischa Prömel,0.36,0.1,GER,0.46,33
,2526,Hoffenheim,Leon Avdullahu,0.0,0.03,KVX,0.03,44
,2526,Hoffenheim,Oliver Baumann,0.0,0.0,GER,0.0,52
,2526,Hoffenheim,Ozan Kabak,0.21,0.0,TUR,0.21,34
,2526,Hoffenheim,Robin Hranáč,0.04,0.0,CZE,0.04,35
,2526,Hoffenheim,Tim Lemperle,0.37,0.09,GER,0.46,30
,2526,Hoffenheim,Vladimír Coufal,0.03,0.24,CZE,0.27,50
,2526,Hoffenheim,Wouter Burger,0.15,0.19,NED,0.33,35
,2526,Köln,Alessio Castro-Montes,0.13,0.4,BEL,0.54,15
,2526,Köln,Cenk Özkacar,0.0,0.0,TUR,0.0,40
,2526,Köln,Denis Huseinbasic,0.0,0.0,BIH,0.0,14
,2526,Köln,Eric Martel,0.07,0.07,GER,0.14,50
,2526,Köln,Jahmai Simpson-Pusey,0.0,0.0,ENG,0.0,19
,2526,Köln,Jakub Kamiński,0.21,0.09,POL,0.3,60
,2526,Köln,Jan Thielmann,0.18,0.06,GER,0.23,31
,2526,Köln,Joël Schmied,0.0,0.0,SUI,0.0,27
,2526,Köln,Kristoffer Lund,0.0,0.08,USA,0.08,47
,2526,Köln,Linton Maina,0.18,0.0,GER,0.18,24
,2526,Köln,Luca Waldschmidt,0.66,0.53,GER,1.2,10
,2526,Köln,Marius Bülter,0.28,0.23,GER,0.51,29
,2526,Köln,Marvin Schwäbe,0.0,0.0,GER,0.0,63
,2526,Köln,Ragnar Ache,0.37,0.21,GER,0.58,38
,2526,Köln,Rav van den Berg,0.0,0.08,NED,0.08,21
,2526,Köln,Said El Mala,0.6,0.18,GER,0.78,37
,2526,Köln,Sebastian Sebulonsen,0.0,0.0,NOR,0.0,52
,2526,Köln,Timo Hübers,0.0,0.0,GER,0.0,10
,2526,Köln,Tom Krauß,0.0,0.1,GER,0.1,32
,2526,Köln,Ísak Jóhannesson,0.05,0.1,ISL,0.15,39
,2526,Leverkusen,Aleix García,0.1,0.27,ESP,0.37,39
,2526,Leverkusen,Arthur,0.08,0.24,BRA,0.32,18
,2526,Leverkusen,Christian Kofane,0.36,0.29,CMR,0.65,18
,2526,Leverkusen,Edmond Tapsoba,0.17,0.1,BFA,0.28,38
,2526,Leverkusen,Ernest Poku,0.3,0.3,NED,0.61,19
,2526,Leverkusen,Exequiel Palacios,0.0,0.08,ARG,0.08,17
,2526,Leverkusen,Ezequiél Fernández,0.0,0.09,ARG,0.09,20
,2526,Leverkusen,Ibrahim Maza,0.15,0.19,ALG,0.34,27
,2526,Leverkusen,Janis Blaswich,0.0,0.0,GER,0.0,9
,2526,Leverkusen,Jarell Quansah,0.16,0.0,ENG,0.16,34
,2526,Leverkusen,Jonas Hofmann,0.18,0.18,GER,0.36,10
,2526,Leverkusen,Loïc Bade,0.0,0.0,FRA,0.0,24
,2526,Leverkusen,Lucas Vázquez,0.19,0.37,ESP,0.56,2
,2526,Leverkusen,Malik Tillman,0.32,0.05,USA,0.38,25
,2526,Leverkusen,Mark Flekken,0.0,0.0,NED,0.0,38
,2526,Leverkusen,Martin Terrier,0.53,0.13,FRA,0.67,12
,2526,Leverkusen,Montrell Culbreath,0.12,0.0,GER,0.12,13
,2526,Leverkusen,Nathan Tella,0.1,0.41,NGA,0.52,17
,2526,Leverkusen,Patrik Schick,0.72,0.14,CZE,0.86,29
,2526,Leverkusen,Robert Andrich,0.07,0.0,GER,0.07,43
,2526,Leverkusen,Álex Grimaldo,0.29,0.25,ESP,0.54,40
,2526,Mainz 05,Andreas Hanche-Olsen,0.0,0.11,NOR,0.11,13
,2526,Mainz 05,Anthony Caci,0.0,0.0,FRA,0.0,7
,2526,Mainz 05,Armindo Sieb,0.33,0.0,GER,0.33,15
,2526,Mainz 05,Arnaud Nordin,0.0,0.0,FRA,0.0,11
,2526,Mainz 05,Benedict Hollerbach,0.1,0.31,GER,0.41,15
,2526,Mainz 05,Daniel Batz,0.0,0.0,GER,0.0,27
,2526,Mainz 05,Danny da Costa,0.07,0.1,GER,0.17,49
,2526,Mainz 05,Dominik Kohr,0.08,0.0,GER,0.08,40
,2526,Mainz 05,Kacper Potulski,0.08,0.0,POL,0.08,17
,2526,Mainz 05,Kaishu Sano,0.03,0.06,JPN,0.09,53
,2526,Mainz 05,Lee Jae-sung,0.16,0.08,KOR,0.25,39
,2526,Mainz 05,Lennard Maloney,0.0,0.0,USA,0.0,12
,2526,Mainz 05,Nadiem Amiri,0.52,0.09,GER,0.6,33
,2526,Mainz 05,Nelson Weiper,0.0,0.0,GER,0.0,12
,2526,Mainz 05,Nikolas Veratschnig,0.0,0.14,AUT,0.14,13
,2526,Mainz 05,Paul Nebel,0.22,0.09,GER,0.3,37
,2526,Mainz 05,Phillip Tietz,0.28,0.11,GER,0.39,22
,2526,Mainz 05,Phillipp Mwene,0.04,0.09,AUT,0.13,36
,2526,Mainz 05,Robin Zentner,0.0,0.0,GER,0.0,14
,2526,Mainz 05,Sheraldo Becker,0.29,0.29,SUR,0.57,8
,2526,Mainz 05,Silvan Widmer,0.1,0.05,SUI,0.15,26
,2526,Mainz 05,Stefan Bell,0.17,0.09,GER,0.26,21
,2526,Mainz 05,Stefan Posch,0.0,0.0,AUT,0.0,22
,2526,RB Leipzig,Antonio Nusa,0.18,0.13,NOR,0.31,29
,2526,RB Leipzig,Assan Ouedraogo,0.38,0.28,GER,0.66,14
,2526,RB Leipzig,Brajan Gruda,0.36,0.36,GER,0.72,12
,2526,RB Leipzig,Castello Lukeba,0.04,0.0,FRA,0.04,33
,2526,RB Leipzig,Christoph Baumgartner,0.42,0.26,AUT,0.68,37
,2526,RB Leipzig,Conrad Harder,0.29,0.29,DEN,0.58,22
,2526,RB Leipzig,David Raum,0.11,0.25,GER,0.35,34
,2526,RB Leipzig,El Chadaille Bitshiabu,0.0,0.0,FRA,0.0,11
,2526,RB Leipzig,Ezechiel Banzuzi,0.0,0.15,NED,0.15,10
,2526,RB Leipzig,Johan Bakayoko,0.23,0.0,BEL,0.23,9
,2526,RB Leipzig,Maarten Vandevoordt,0.0,0.0,BEL,0.0,15
,2526,RB Leipzig,Max Finkgräfe,0.18,0.18,GER,0.36,13
,2526,RB Leipzig,Nicolas Seiwald,0.0,0.07,AUT,0.07,37
,2526,RB Leipzig,Péter Gulácsi,0.0,0.0,HUN,0.0,32
,2526,RB Leipzig,Ridle Baku,0.07,0.11,GER,0.18,36
,2526,RB Leipzig,Rômulo,0.37,0.16,BRA,0.53,27
,2526,RB Leipzig,Willi Orban,0.06,0.0,HUN,0.06,46
,2526,RB Leipzig,Xaver Schlager,0.15,0.05,AUT,0.2,29
,2526,RB Leipzig,Yan Diomandé,0.44,0.29,CIV,0.73,35
,2526,St Pauli,Adam Dźwigała,0.07,0.07,POL,0.14,24
,2526,St Pauli,Andreas Hountondji,0.34,0.0,BEN,0.34,23
,2526,St Pauli,Arkadiusz Pyrka,0.0,0.03,POL,0.03,50
,2526,St Pauli,Connor Metcalfe,0.0,0.3,AUS,0.3,13
,2526,St Pauli,Danel Sinani,0.22,0.13,LUX,0.35,43
,2526,St Pauli,Eric Smith,0.08,0.08,SWE,0.16,43
,2526,St Pauli,Hauke Wahl,0.07,0.03,GER,0.1,47
,2526,St Pauli,Jackson Irvine,0.0,0.06,AUS,0.06,24
,2526,St Pauli,James Sands,0.05,0.0,USA,0.05,34
,2526,St Pauli,Joel Fujita,0.03,0.1,JPN,0.14,53
,2526,St Pauli,Karol Mets,0.05,0.0,EST,0.05,40
,2526,St Pauli,Lars Ritzka,0.0,0.0,GER,0.0,21
,2526,St Pauli,Louis Oppie,0.06,0.0,GER,0.06,34
,2526,St Pauli,Manolis Saliakas,0.08,0.24,GRE,0.33,21
,2526,St Pauli,Martijn Kaars,0.2,0.07,NED,0.27,27
,2526,St Pauli,Mathias Pereira Lage,0.09,0.09,POR,0.18,37
,2526,St Pauli,Mathias Rasmussen,0.0,0.0,NOR,0.0,17
,2526,St Pauli,Nikola Vasilj,0.0,0.0,BIH,0.0,60
,2526,St Pauli,Tomoya Ando,0.0,0.07,JPN,0.07,29
,2526,Stuttgart,Alexander Nübel,0.0,0.03,GER,0.03,49
,2526,Stuttgart,Angelo Stiller,0.07,0.16,GER,0.23,43
,2526,Stuttgart,Atakan Karazor,0.0,0.05,TUR,0.05,29
,2526,Stuttgart,Badredine Bouanani,0.0,0.0,ALG,0.0,5
,2526,Stuttgart,Bilal El Khannouss,0.22,0.28,MAR,0.5,30
,2526,Stuttgart,Chema,0.21,0.0,ESP,0.21,24
,2526,Stuttgart,Chris Führich,0.37,0.37,GER,0.74,28
,2526,Stuttgart,Deniz Undav,0.76,0.28,GER,1.04,36
,2526,Stuttgart,Ermedin Demirović,0.72,0.18,BIH,0.9,17
,2526,Stuttgart,Finn Jeltsch,0.0,0.06,GER,0.06,23
,2526,Stuttgart,Jamie Leweling,0.27,0.34,GER,0.61,40
,2526,Stuttgart,Josha Vagnoman,0.06,0.17,GER,0.23,29
,2526,Stuttgart,Julian Chabot,0.0,0.0,GER,0.0,37
,2526,Stuttgart,Lorenz Assignon,0.0,0.0,TOG,0.0,13
,2526,Stuttgart,Luca Jaquez,0.0,0.1,SUI,0.1,13
,2526,Stuttgart,Maximilian Mittelstädt,0.25,0.16,GER,0.41,29
,2526,Stuttgart,Nikolas Nartey,0.29,0.21,DEN,0.5,13
,2526,Stuttgart,Ramon Hendriks,0.0,0.13,NED,0.13,38
,2526,Stuttgart,Tiago Tomás,0.44,0.26,POR,0.71,23
,2526,Union Berlin,Alex Král,0.0,0.0,CZE,0.0,13
,2526,Union Berlin,Aljoscha Kemlein,0.0,0.09,GER,0.09,31
,2526,Union Berlin,Andrej Ilic,0.2,0.4,SRB,0.6,46
,2526,Union Berlin,András Schäfer,0.13,0.06,HUN,0.19,22
,2526,Union Berlin,Christopher Trimmel,0.0,0.15,AUT,0.15,31
,2526,Union Berlin,Danilho Doekhi,0.15,0.0,NED,0.15,58
,2526,Union Berlin,Derrick Köhn,0.05,0.09,GHA,0.14,32
,2526,Union Berlin,Diogo Leite,0.0,0.0,POR,0.0,32
,2526,Union Berlin,Frederik Rønnow,0.0,0.0,DEN,0.0,54
,2526,Union Berlin,Ilyas Ansah,0.24,0.05,GER,0.29,31
,2526,Union Berlin,Janik Haberer,0.0,0.05,GER,0.05,39
,2526,Union Berlin,Jeong Woo-yeong,0.3,0.08,KOR,0.38,22
,2526,Union Berlin,Leopold Querfeld,0.1,0.0,AUT,0.1,55
,2526,Union Berlin,Livan Burcu,0.14,0.14,TUR,0.28,12
,2526,Union Berlin,Oliver Burke,0.32,0.11,SCO,0.43,32
,2526,Union Berlin,Rani Khedira,0.16,0.03,TUN,0.19,53
,2526,Union Berlin,Stanley N'Soki,0.11,0.22,FRA,0.33,18
,2526,Union Berlin,Tim Skarke,0.14,0.14,GER,0.29,12
,2526,Union Berlin,Tom Rothe,0.17,0.0,GER,0.17,22
,2526,Werder Bremen,Abdoul Coulibaly,0.04,0.0,GER,0.04,43
,2526,Werder Bremen,Amos Pieper,0.0,0.0,GER,0.0,29
,2526,Werder Bremen,Cameron Puertas,0.05,0.1,SUI,0.15,30
,2526,Werder Bremen,Felix Agu,0.0,0.0,NGA,0.0,19
,2526,Werder Bremen,Isaac Schmidt,0.13,0.0,SUI,0.13,13
,2526,Werder Bremen,Jens Stage,0.37,0.07,DEN,0.44,45
,2526,Werder Bremen,Jovan Milošević,0.55,0.18,SRB,0.74,11
,2526,Werder Bremen,Julián Malatini,0.0,0.0,ARG,0.0,12
,2526,Werder Bremen,Justin Njinmah,0.23,0.0,GER,0.23,45
,2526,Werder Bremen,Keke Topp,0.14,0.14,GER,0.28,10
,2526,Werder Bremen,Leonardo Bittencourt,0.0,0.15,GER,0.15,16
,2526,Werder Bremen,Marco Friedl,0.04,0.0,AUT,0.04,49
,2526,Werder Bremen,Marco Grüll,0.13,0.04,AUT,0.18,38
,2526,Werder Bremen,Mio Backhaus,0.0,0.0,GER,0.0,56
,2526,Werder Bremen,Niklas Stark,0.0,0.0,GER,0.0,14
,2526,Werder Bremen,Olivier Deman,0.07,0.14,BEL,0.22,21
,2526,Werder Bremen,Romano Schmid,0.12,0.24,AUT,0.36,57
,2526,Werder Bremen,Samuel Mbangula,0.23,0.15,BEL,0.38,22
,2526,Werder Bremen,Senne Lynen,0.0,0.0,BEL,0.0,54
,2526,Werder Bremen,Yukinari Sugawara,0.0,0.22,JPN,0.22,43
,2526,Wolfsburg,Aaron Zehnter,0.12,0.0,GER,0.12,29
,2526,Wolfsburg,Adam Daghim,0.13,0.2,DEN,0.33,33
,2526,Wolfsburg,Christian Eriksen,0.11,0.34,DEN,0.45,53
,2526,Wolfsburg,Denis Vavro,0.08,0.0,SVK,0.08,27
,2526,Wolfsburg,Dženan Pejčinović,0.49,0.0,GER,0.49,37
,2526,Wolfsburg,Jeanuël Belocian,0.0,0.07,FRA,0.07,26
,2526,Wolfsburg,Jenson Seelt,0.0,0.0,NED,0.0,17
,2526,Wolfsburg,Joakim Mæhle,0.07,0.15,DEN,0.22,24
,2526,Wolfsburg,Jonas Wind,0.19,0.0,DEN,0.19,13
,2526,Wolfsburg,Kamil Grabara,0.0,0.0,POL,0.0,69
,2526,Wolfsburg,Kilian Fischer,0.0,0.0,GER,0.0,21
,2526,Wolfsburg,Konstantinos Koulierakis,0.15,0.04,GRE,0.18,54
,2526,Wolfsburg,Lovro Majer,0.13,0.2,CRO,0.33,30
,2526,Wolfsburg,Mattias Svanberg,0.31,0.1,SWE,0.42,24
,2526,Wolfsburg,Maximilian Arnold,0.05,0.19,GER,0.24,41
,2526,Wolfsburg,Mohamed Amoura,0.38,0.14,ALG,0.52,32
,2526,Wolfsburg,Moritz Jenz,0.05,0.0,GER,0.05,44
,2526,Wolfsburg,Patrick Wimmer,0.22,0.17,AUT,0.39,32
,2526,Wolfsburg,Sael Kumbedi,0.0,0.25,FRA,0.25,45
,2526,Wolfsburg,Vinicius Souza,0.0,0.0,BRA,0.0,35
,2526,Wolfsburg,Yannick Gerhardt,0.08,0.0,GER,0.08,29
