league,season,team,player,goals_p90,assists_p90,selection,goal_assist_p90,team_success
FRA-Ligue 1,2526,Nice,Kaïl Boudache,0.17,0.0,FRA,0.17,9
FRA-Ligue 1,2526,Nice,Kevin Carlos,0.0,0.0,ESP,0.0,16
FRA-Ligue 1,2526,Nice,Kojo Peprah Oppong,0.04,0.0,GHA,0.04,43
FRA-Ligue 1,2526,Nice,Maxime Dupé,0.0,0.0,FRA,0.0,15
FRA-Ligue 1,2526,Nice,Melvin Bard,0.08,0.04,FRA,0.11,51
FRA-Ligue 1,2526,Nice,Mohamed Ali Cho,0.22,0.16,FRA,0.38,35
FRA-Ligue 1,2526,Nice,Morgan Sanson,0.0,0.1,FRA,0.1,39
FRA-Ligue 1,2526,Nice,Salis Abdul Samed,0.0,0.0,GHA,0.0,17
FRA-Ligue 1,2526,Nice,Sofiane Diop,0.34,0.08,MAR,0.42,43
FRA-Ligue 1,2526,Nice,Terem Moffi,0.37,0.0,NGA,0.37,11
FRA-Ligue 1,2526,Nice,Tiago Gouveia,0.0,0.0,POR,0.0,17
FRA-Ligue 1,2526,Nice,Tom Louchet,0.2,0.13,FRA,0.33,28
FRA-Ligue 1,2526,Nice,Yehvann Diouf,0.0,0.0,SEN,0.0,45
FRA-Ligue 1,2526,Paris FC,Adama Camara,0.04,0.0,FRA,0.04,34
FRA-Ligue 1,2526,Paris FC,Alimami Gory,0.46,0.09,MLI,0.55,20
FRA-Ligue 1,2526,Paris FC,Ciro Immobile,0.26,0.26,ITA,0.51,10
FRA-Ligue 1,2526,Paris FC,Diego Coppola,0.0,0.15,ITA,0.15,16
FRA-Ligue 1,2526,Paris FC,Hamari Traoré,0.0,0.08,MLI,0.08,17
FRA-Ligue 1,2526,Paris FC,Ilan Kebbal,0.36,0.16,ALG,0.53,38
FRA-Ligue 1,2526,Paris FC,Jean-Philippe Krasso,0.16,0.16,CIV,0.33,17
FRA-Ligue 1,2526,Paris FC,Jonathan Ikone,0.25,0.08,FRA,0.33,11
FRA-Ligue 1,2526,Paris FC,Kevin Trapp,0.0,0.0,GER,0.0,29
FRA-Ligue 1,2526,Paris FC,Luca Koleosho,0.49,0.16,ITA,0.65,9
FRA-Ligue 1,2526,Paris FC,Marshall Munetsi,0.37,0.09,ZIM,0.46,10
FRA-Ligue 1,2526,Paris FC,Maxime Lopez,0.0,0.14,FRA,0.14,36
FRA-Ligue 1,2526,Paris FC,Moses Simon,0.13,0.13,NGA,0.27,30
FRA-Ligue 1,2526,Paris FC,Moustapha Mbow,0.0,0.03,SEN,0.03,43
FRA-Ligue 1,2526,Paris FC,Nhoa Sangui,0.0,0.0,FRA,0.0,29
FRA-Ligue 1,2526,Paris FC,Obed Nkambadio,0.0,0.0,FRA,0.0,21
FRA-Ligue 1,2526,Paris FC,Otavio Ataide,0.05,0.0,BRA,0.05,31
FRA-Ligue 1,2526,Paris FC,Pierre Lees-Melou,0.05,0.15,FRA,0.2,26
FRA-Ligue 1,2526,Paris FC,Rudy Matondo,0.24,0.0,FRA,0.24,9
FRA-Ligue 1,2526,Paris FC,Samir Chergui,0.08,0.0,ALG,0.08,23
FRA-Ligue 1,2526,Paris FC,Thibault De Smet,0.0,0.08,BEL,0.08,22
FRA-Ligue 1,2526,Paris FC,Timothée Kolodziejczak,0.0,0.0,FRA,0.0,14
FRA-Ligue 1,2526,Paris FC,Vincent Marchetti,0.22,0.11,FRA,0.33,19
FRA-Ligue 1,2526,Paris FC,Willem Geubbels,0.44,0.0,FRA,0.44,17
FRA-Ligue 1,2526,Paris Saint-Germain,Achraf Hakimi,0.13,0.13,MAR,0.26,15
FRA-Ligue 1,2526,Paris Saint-Germain,Bradley Barcola,0.57,0.05,FRA,0.62,15
FRA-Ligue 1,2526,Paris Saint-Germain,Dro Fernández,0.13,0.0,ESP,0.13,7
FRA-Ligue 1,2526,Paris Saint-Germain,Désiré Doué,0.47,0.27,FRA,0.73,14
FRA-Ligue 1,2526,Paris Saint-Germain,Fabián Ruiz Peña,0.08,0.32,ESP,0.4,12
FRA-Ligue 1,2526,Paris Saint-Germain,Gonçalo Ramos,0.41,0.07,POR,0.48,13
FRA-Ligue 1,2526,Paris Saint-Germain,Ibrahim Mbaye,0.27,0.18,SEN,0.45,11
FRA-Ligue 1,2526,Paris Saint-Germain,Illia Zabarnyi,0.04,0.0,UKR,0.04,25
FRA-Ligue 1,2526,Paris Saint-Germain,João Neves,0.35,0.07,POR,0.42,14
FRA-Ligue 1,2526,Paris Saint-Germain,Khvicha Kvaratskhelia,0.49,0.24,GEO,0.73,11
FRA-Ligue 1,2526,Paris Saint-Germain,Lee Kang-in,0.18,0.24,KOR,0.41,16
FRA-Ligue 1,2526,Paris Saint-Germain,Lucas Beraldo,0.11,0.06,BRA,0.17,15
FRA-Ligue 1,2526,Paris Saint-Germain,Lucas Chevalier,0.0,0.0,FRA,0.0,13
FRA-Ligue 1,2526,Paris Saint-Germain,Lucas Hernández,0.0,0.15,FRA,0.15,13
FRA-Ligue 1,2526,Paris Saint-Germain,Marquinhos,0.0,0.0,BRA,0.0,6
FRA-Ligue 1,2526,Paris Saint-Germain,Matvei Safonov,0.0,0.0,RUS,0.0,14
FRA-Ligue 1,2526,Paris Saint-Germain,Nuno Mendes,0.29,0.36,POR,0.64,12
FRA-Ligue 1,2526,Paris Saint-Germain,Ousmane Dembélé,0.85,0.59,FRA,1.44,8
FRA-Ligue 1,2526,Paris Saint-Germain,Senny Mayulu,0.22,0.22,FRA,0.43,15
FRA-Ligue 1,2526,Paris Saint-Germain,Vitinha,0.04,0.3,POR,0.34,19
FRA-Ligue 1,2526,Paris Saint-Germain,Warren Zaïre-Emery,0.11,0.15,FRA,0.26,23
FRA-Ligue 1,2526,Paris Saint-Germain,Willian Pacho,0.0,0.0,ECU,0.0,22
FRA-Ligue 1,2526,Rennes,Abdelhamid Ait Boudlal,0.13,0.06,MAR,0.19,28
FRA-Ligue 1,2526,Rennes,Alidu Seidu,0.0,0.08,GHA,0.08,24
FRA-Ligue 1,2526,Rennes,Anthony Rouault,0.05,0.0,FRA,0.05,23
FRA-Ligue 1,2526,Rennes,Arnaud Nordin,0.16,0.47,FRA,0.63,4
FRA-Ligue 1,2526,Rennes,Breel Embolo,0.43,0.14,SUI,0.58,34
FRA-Ligue 1,2526,Rennes,Brice Samba,0.0,0.0,FRA,0.0,44
FRA-Ligue 1,2526,Rennes,Djaoui Cissé,0.0,0.0,FRA,0.0,14
FRA-Ligue 1,2526,Rennes,Esteban Lepaul,0.72,0.18,FRA,0.9,38
FRA-Ligue 1,2526,Rennes,Jérémy Jacquet,0.0,0.0,FRA,0.0,29
FRA-Ligue 1,2526,Rennes,Kader Meïté,0.5,0.34,FRA,0.84,5
FRA-Ligue 1,2526,Rennes,Lilian Brassier,0.0,0.04,FRA,0.04,35
FRA-Ligue 1,2526,Rennes,Ludovic Blas,0.29,0.23,FRA,0.52,30
FRA-Ligue 1,2526,Rennes,Mahamadou Nagida,0.0,0.0,CMR,0.0,14
FRA-Ligue 1,2526,Rennes,Mahdi Camara,0.1,0.03,FRA,0.14,41
FRA-Ligue 1,2526,Rennes,Musa Al-Taamari,0.24,0.24,JOR,0.49,32
FRA-Ligue 1,2526,Rennes,Przemysław Frankowski,0.07,0.15,POL,0.22,16
FRA-Ligue 1,2526,Rennes,Quentin Merlin,0.04,0.18,FRA,0.21,43
FRA-Ligue 1,2526,Rennes,Sebastian Szymański,0.12,0.35,POL,0.46,12
FRA-Ligue 1,2526,Rennes,Seko Fofana,0.14,0.0,CIV,0.14,12
FRA-Ligue 1,2526,Rennes,Valentin Rongier,0.07,0.16,FRA,0.23,44
FRA-Ligue 1,2526,Strasbourg,Abdoul Ouattara,0.1,0.0,FRA,0.1,27
FRA-Ligue 1,2526,Strasbourg,Andrew Omobamidele,0.07,0.0,IRL,0.07,21
FRA-Ligue 1,2526,Strasbourg,Ben Chilwell,0.0,0.11,ENG,0.11,24
FRA-Ligue 1,2526,Strasbourg,Diego Moreira,0.18,0.27,BEL,0.44,31
FRA-Ligue 1,2526,Strasbourg,Félix Lemaréchal,0.0,0.32,FRA,0.32,6
FRA-Ligue 1,2526,Strasbourg,Gessime Yassine,0.0,0.18,MAR,0.18,9
FRA-Ligue 1,2526,Strasbourg,Guela Doué,0.09,0.26,CIV,0.35,32
FRA-Ligue 1,2526,Strasbourg,Ismaël Doukouré,0.0,0.09,FRA,0.09,31
FRA-Ligue 1,2526,Strasbourg,Joaquín Panichelli,0.66,0.04,ARG,0.7,29
FRA-Ligue 1,2526,Strasbourg,Julio Enciso,0.14,0.29,PAR,0.43,30
FRA-Ligue 1,2526,Strasbourg,Lucas Høgsberg,0.0,0.0,DEN,0.0,31
FRA-Ligue 1,2526,Strasbourg,Mamadou Sarr,0.0,0.0,SEN,0.0,16
FRA-Ligue 1,2526,Strasbourg,Martial Godo,0.57,0.06,CIV,0.62,23
FRA-Ligue 1,2526,Strasbourg,Mike Penders,0.0,0.0,BEL,0.0,47
FRA-Ligue 1,2526,Strasbourg,Rafael Gonçalves,0.0,0.15,POR,0.15,13
FRA-Ligue 1,2526,Strasbourg,Samir El Mourabet,0.04,0.08,MAR,0.13,28
FRA-Ligue 1,2526,Strasbourg,Samuel Amo-Ameyaw,0.17,0.17,ENG,0.34,18
FRA-Ligue 1,2526,Strasbourg,Sebastian Nanasi,0.6,0.17,SWE,0.77,17
FRA-Ligue 1,2526,Strasbourg,Valentín Barco,0.08,0.17,ARG,0.25,33
FRA-Ligue 1,2526,Toulouse,Alexis Vossah,0.08,0.08,FRA,0.16,15
FRA-Ligue 1,2526,Toulouse,Aron Dønnum,0.15,0.15,NOR,0.3,37
FRA-Ligue 1,2526,Toulouse,Charlie Cresswell,0.11,0.07,ENG,0.18,35
FRA-Ligue 1,2526,Toulouse,Cristian Cásseres Jr.,0.07,0.1,VEN,0.17,38
FRA-Ligue 1,2526,Toulouse,Dayann Methalie,0.09,0.05,FRA,0.14,29
FRA-Ligue 1,2526,Toulouse,Djibril Sidibé,0.12,0.16,FRA,0.28,34
FRA-Ligue 1,2526,Toulouse,Emersonn,0.34,0.11,BRA,0.45,18
FRA-Ligue 1,2526,Toulouse,Francis Abu,0.0,0.0,GHA,0.0,7
FRA-Ligue 1,2526,Toulouse,Frank Magri,0.36,0.07,CMR,0.43,17
FRA-Ligue 1,2526,Toulouse,Guillaume Restes,0.0,0.0,FRA,0.0,45
FRA-Ligue 1,2526,Toulouse,Jacen Russell-Rowe,0.19,0.0,CAN,0.19,10
FRA-Ligue 1,2526,Toulouse,Mario Sauer,0.14,0.0,SVK,0.14,16
FRA-Ligue 1,2526,Toulouse,Mark McKenzie,0.0,0.07,USA,0.07,38
FRA-Ligue 1,2526,Toulouse,Pape Demba Diop,0.07,0.14,SEN,0.21,21
FRA-Ligue 1,2526,Toulouse,Rafik Messali,0.0,0.0,FRA,0.0,2
FRA-Ligue 1,2526,Toulouse,Rasmus Nicolaisen,0.03,0.0,DEN,0.03,41
FRA-Ligue 1,2526,Toulouse,Santiago Hidalgo,0.26,0.39,ARG,0.64,15
FRA-Ligue 1,2526,Toulouse,Seny Koumbassa,0.17,0.0,FRA,0.17,12
FRA-Ligue 1,2526,Toulouse,Warren Kamanzi,0.1,0.1,NOR,0.21,20
FRA-Ligue 1,2526,Toulouse,Yann Gboho,0.27,0.1,FRA,0.37,37
ITA-Serie A,2526,Atalanta,Ademola Lookman,0.23,0.0,NGA,0.23,13
ITA-Serie A,2526,Atalanta,Berat Djimsiti,0.0,0.0,ALB,0.0,25
ITA-Serie A,2526,Atalanta,Charles De Ketelaere,0.12,0.21,BEL,0.33,20
ITA-Serie A,2526,Atalanta,Davide Zappacosta,0.11,0.11,ITA,0.21,24
ITA-Serie A,2526,Atalanta,Giacomo Raspadori,0.34,0.11,ITA,0.45,8
ITA-Serie A,2526,Atalanta,Gianluca Scamacca,0.68,0.07,ITA,0.75,14
ITA-Serie A,2526,Atalanta,Giorgio Scalvini,0.15,0.05,ITA,0.2,15
ITA-Serie A,2526,Atalanta,Honest Ahanor,0.0,0.0,ITA,0.0,15
ITA-Serie A,2526,Atalanta,Isak Hien,0.05,0.0,SWE,0.05,24
ITA-Serie A,2526,Atalanta,Kamaldeen Sulemana,0.18,0.09,GHA,0.27,12
ITA-Serie A,2526,Atalanta,Lazar Samardzic,0.17,0.09,SRB,0.26,14
ITA-Serie A,2526,Atalanta,Lorenzo Bernasconi,0.0,0.17,ITA,0.17,9
ITA-Serie A,2526,Atalanta,Marco Carnesecchi,0.0,0.0,ITA,0.0,35
ITA-Serie A,2526,Atalanta,Mario Pašalić,0.14,0.19,CRO,0.33,28
ITA-Serie A,2526,Atalanta,Marten de Roon,0.03,0.07,NED,0.1,27
ITA-Serie A,2526,Atalanta,Nicola Zalewski,0.09,0.19,POL,0.28,13
ITA-Serie A,2526,Atalanta,Nikola Krstović,0.5,0.25,MNE,0.75,16
ITA-Serie A,2526,Atalanta,Odilon Kossounou,0.09,0.0,CIV,0.09,11
ITA-Serie A,2526,Atalanta,Raoul Bellanova,0.0,0.07,ITA,0.07,26
ITA-Serie A,2526,Atalanta,Sead Kolašinac,0.0,0.0,BIH,0.0,16
ITA-Serie A,2526,Atalanta,Yunus Musah,0.16,0.0,USA,0.16,9
ITA-Serie A,2526,Atalanta,Éderson,0.08,0.04,BRA,0.12,18
ITA-Serie A,2526,Bologna,Babis Lykogiannis,0.0,0.14,GRE,0.14,8
ITA-Serie A,2526,Bologna,Benjamín Domínguez,0.0,0.49,ARG,0.49,6
ITA-Serie A,2526,Bologna,Eivind Helland,0.0,0.0,NOR,0.0,8
ITA-Serie A,2526,Bologna,Emil Holm,0.14,0.55,SWE,0.69,9
ITA-Serie A,2526,Bologna,Federico Bernardeschi,0.3,0.15,ITA,0.44,10
ITA-Serie A,2526,Bologna,Federico Ravaglia,0.0,0.0,ITA,0.0,29
ITA-Serie A,2526,Bologna,Giovanni Fabbian,0.26,0.0,ITA,0.26,7
ITA-Serie A,2526,Bologna,Jens Odgaard,0.33,0.07,DEN,0.39,21
ITA-Serie A,2526,Bologna,Jhon Lucumí,0.04,0.0,COL,0.04,28
ITA-Serie A,2526,Bologna,Jonathan Rowe,0.17,0.11,ENG,0.28,20
ITA-Serie A,2526,Bologna,João Mário Lopes,0.12,0.0,POR,0.12,7
ITA-Serie A,2526,Bologna,Juan Miranda,0.03,0.1,ESP,0.14,36
ITA-Serie A,2526,Bologna,Lewis Ferguson,0.06,0.0,SCO,0.06,28
ITA-Serie A,2526,Bologna,Lorenzo De Silvestri,0.0,0.0,ITA,0.0,4
ITA-Serie A,2526,Bologna,Martin Vitík,0.0,0.0,CZE,0.0,18
ITA-Serie A,2526,Bologna,Nadir Zortea,0.0,0.1,ITA,0.1,27
ITA-Serie A,2526,Bologna,Nicolò Cambiaghi,0.18,0.24,ITA,0.42,19
ITA-Serie A,2526,Bologna,Nicolò Casale,0.0,0.0,ITA,0.0,13
ITA-Serie A,2526,Bologna,Nikola Moro,0.1,0.0,CRO,0.1,17
ITA-Serie A,2526,Bologna,Remo Freuler,0.04,0.08,SUI,0.12,29
ITA-Serie A,2526,Bologna,Riccardo Orsolini,0.43,0.04,ITA,0.47,31
ITA-Serie A,2526,Bologna,Santiago Castro,0.27,0.08,ARG,0.34,34
ITA-Serie A,2526,Bologna,Simon Sohm,0.0,0.0,SUI,0.0,7
ITA-Serie A,2526,Bologna,Thijs Dallinga,0.22,0.22,NED,0.44,10
ITA-Serie A,2526,Bologna,Tommaso Pobega,0.19,0.06,ITA,0.25,21
ITA-Serie A,2526,Bologna,Torbjørn Heggem,0.0,0.0,NOR,0.0,31
ITA-Serie A,2526,Bologna,Łukasz Skorupski,0.0,0.0,POL,0.0,15
ITA-Serie A,2526,Cagliari,Adam Obert,0.0,0.1,SVK,0.1,40
ITA-Serie A,2526,Cagliari,Alberto Dossena,0.0,0.1,ITA,0.1,12
ITA-Serie A,2526,Cagliari,Alessandro Deiola,0.0,0.13,ITA,0.13,21
ITA-Serie A,2526,Cagliari,Elia Caprile,0.0,0.0,ITA,0.0,53
ITA-Serie A,2526,Cagliari,Gabriele Zappa,0.0,0.17,ITA,0.17,27
ITA-Serie A,2526,Cagliari,Gennaro Borrelli,0.35,0.07,ITA,0.42,25
ITA-Serie A,2526,Cagliari,Gianluca Gaetano,0.09,0.19,ITA,0.28,30
ITA-Serie A,2526,Cagliari,Ibrahim Sulemana,0.1,0.0,GHA,0.1,15
ITA-Serie A,2526,Cagliari,Juan Rodríguez,0.07,0.0,URU,0.07,23
ITA-Serie A,2526,Cagliari,Luca Mazzitelli,0.23,0.23,ITA,0.47,9
ITA-Serie A,2526,Cagliari,Marco Palestra,0.03,0.12,ITA,0.15,46
ITA-Serie A,2526,Cagliari,Matteo Prati,0.07,0.0,ITA,0.07,20
ITA-Serie A,2526,Cagliari,Michael Folorunsho,0.09,0.0,ITA,0.09,30
ITA-Serie A,2526,Cagliari,Michel Ndary Adopo,0.03,0.06,FRA,0.09,46
ITA-Serie A,2526,Cagliari,Riyad Idrissi,0.23,0.0,ITA,0.23,15
ITA-Serie A,2526,Cagliari,Sebastiano Esposito,0.24,0.17,ITA,0.4,37
ITA-Serie A,2526,Cagliari,Sebastiano Luperto,0.05,0.0,ITA,0.05,24
ITA-Serie A,2526,Cagliari,Semih Kılıçsoy,0.37,0.0,TUR,0.37,15
ITA-Serie A,2526,Cagliari,Yerry Mina,0.08,0.0,COL,0.08,29
ITA-Serie A,2526,Cagliari,Zé Pedro Figueiredo,0.0,0.05,POR,0.05,26
ITA-Serie A,2526,Como,Alberto Moreno,0.15,0.07,ESP,0.22,9
ITA-Serie A,2526,Como,Anastasios Douvikas,0.55,0.04,GRE,0.59,20
ITA-Serie A,2526,Como,Assane Diao,0.17,0.08,SEN,0.25,11
ITA-Serie A,2526,Como,Diego Carlos,0.05,0.0,BRA,0.05,15
ITA-Serie A,2526,Como,Ignace Van Der Brempt,0.0,0.1,BEL,0.1,10
ITA-Serie A,2526,Como,Ivan Smolčić,0.0,0.05,CRO,0.05,10
ITA-Serie A,2526,Como,Jacobo Ramón,0.07,0.0,ESP,0.07,24
ITA-Serie A,2526,Como,Jayden Addai,0.39,0.0,NED,0.39,6
ITA-Serie A,2526,Como,Jean Butez,0.0,0.03,FRA,0.03,29
ITA-Serie A,2526,Como,Jesus Rodríguez,0.1,0.47,ESP,0.57,12
ITA-Serie A,2526,Como,Lucas Da Cunha,0.2,0.13,FRA,0.33,24
ITA-Serie A,2526,Como,Marc-Oliver Kempf,0.15,0.04,GER,0.19,20
ITA-Serie A,2526,Como,Martin Baturina,0.34,0.17,CRO,0.52,17
ITA-Serie A,2526,Como,Maxence Caqueret,0.12,0.36,FRA,0.48,10
ITA-Serie A,2526,Como,Máximo Perrone,0.1,0.13,ARG,0.23,21
ITA-Serie A,2526,Como,Mërgim Vojvoda,0.11,0.11,KVX,0.23,14
ITA-Serie A,2526,Como,Nicolas-Gerrit Kühn,0.14,0.14,GER,0.27,6
ITA-Serie A,2526,Como,Nicolás Paz,0.38,0.19,ARG,0.56,27
ITA-Serie A,2526,Como,Sergi Roberto,0.0,0.0,ESP,0.0,7
ITA-Serie A,2526,Como,Álex Valle,0.04,0.18,ESP,0.22,17
ITA-Serie A,2526,Como,Álvaro Morata,0.0,0.1,ESP,0.1,6
ITA-Serie A,2526,Cremonese,Alberto Grassi,0.0,0.0,ITA,0.0,31
ITA-Serie A,2526,Cremonese,Alessio Zerbin,0.0,0.16,ITA,0.16,24
ITA-Serie A,2526,Cremonese,Antonio Sanabria,0.1,0.1,PAR,0.19,12
ITA-Serie A,2526,Cremonese,Emil Audero,0.0,0.0,IDN,0.0,50
ITA-Serie A,2526,Cremonese,Federico Baschirotto,0.07,0.0,ITA,0.07,38
ITA-Serie A,2526,Cremonese,Federico Bonazzoli,0.36,0.04,ITA,0.39,45
ITA-Serie A,2526,Cremonese,Federico Ceccherini,0.0,0.19,ITA,0.19,13
ITA-Serie A,2526,Cremonese,Filippo Terracciano,0.06,0.0,ITA,0.06,45
ITA-Serie A,2526,Cremonese,Francesco Folino,0.12,0.0,ITA,0.12,15
ITA-Serie A,2526,Cremonese,Franco Vázquez,0.17,0.17,ARG,0.34,11
ITA-Serie A,2526,Cremonese,Giuseppe Pezzella,0.0,0.03,ITA,0.03,47
ITA-Serie A,2526,Cremonese,Jamie Vardy,0.3,0.09,ENG,0.38,32
ITA-Serie A,2526,Cremonese,Jari Vandeputte,0.05,0.23,BEL,0.28,28
ITA-Serie A,2526,Cremonese,Martín Payero,0.06,0.0,ARG,0.06,17
ITA-Serie A,2526,Cremonese,Matteo Bianchetti,0.0,0.08,ITA,0.08,37
ITA-Serie A,2526,Cremonese,Morten Thorsby,0.14,0.0,NOR,0.14,12
ITA-Serie A,2526,Cremonese,Romano Floriani,0.0,0.08,ITA,0.08,23
ITA-Serie A,2526,Cremonese,Sebastiano Luperto,0.0,0.07,ITA,0.07,26
ITA-Serie A,2526,Cremonese,Tommaso Barbieri,0.0,0.05,ITA,0.05,25
ITA-Serie A,2526,Cremonese,Warren Bondo,0.0,0.0,FRA,0.0,30
ITA-Serie A,2526,Cremonese,Youssef Maleh,0.08,0.0,MAR,0.08,22
ITA-Serie A,2526,Fiorentina,Albert Guðmundsson,0.2,0.16,ISL,0.36,28
ITA-Serie A,2526,Fiorentina,Cher Ndour,0.14,0.0,ITA,0.14,22
ITA-Serie A,2526,Fiorentina,David de Gea,0.0,0.0,ESP,0.0,49
ITA-Serie A,2526,Fiorentina,Dodô,0.03,0.06,BRA,0.09,46
ITA-Serie A,2526,Fiorentina,Fabiano Parisi,0.06,0.06,ITA,0.12,21
ITA-Serie A,2526,Fiorentina,Giovanni Fabbian,0.0,0.0,ITA,0.0,5
ITA-Serie A,2526,Fiorentina,Hans Nicolussi Caviglia,0.0,0.15,ITA,0.15,12
ITA-Serie A,2526,Fiorentina,Jack Harrison,0.09,0.28,ENG,0.37,10
ITA-Serie A,2526,Fiorentina,Jacopo Fazzini,0.0,0.0,ITA,0.0,8
ITA-Serie A,2526,Fiorentina,Luca Ranieri,0.04,0.0,ITA,0.04,34
ITA-Serie A,2526,Fiorentina,Manor Solomon,0.2,0.1,ISR,0.3,15
ITA-Serie A,2526,Fiorentina,Marco Brescianini,0.1,0.1,ITA,0.21,13
ITA-Serie A,2526,Fiorentina,Marin Pongračić,0.0,0.0,CRO,0.0,41
ITA-Serie A,2526,Fiorentina,Moise Kean,0.35,0.04,ITA,0.4,32
ITA-Serie A,2526,Fiorentina,Niccolò Fortini,0.0,0.0,ITA,0.0,12
ITA-Serie A,2526,Fiorentina,Nicolò Fagioli,0.07,0.11,ITA,0.18,42
ITA-Serie A,2526,Fiorentina,Pablo Marí,0.0,0.0,ESP,0.0,19
ITA-Serie A,2526,Fiorentina,Pietro Comuzzo,0.05,0.0,ITA,0.05,28
ITA-Serie A,2526,Fiorentina,Roberto Piccoli,0.22,0.05,ITA,0.27,20
ITA-Serie A,2526,Fiorentina,Robin Gosens,0.14,0.05,GER,0.19,24
ITA-Serie A,2526,Fiorentina,Rolando Mandragora,0.26,0.11,ITA,0.37,33
ITA-Serie A,2526,Fiorentina,Simon Sohm,0.0,0.13,SUI,0.13,15
ITA-Serie A,2526,Genoa,Aarón Martín,0.04,0.21,ESP,0.25,37
ITA-Serie A,2526,Genoa,Alessandro Marcandalli,0.0,0.07,ITA,0.07,36
ITA-Serie A,2526,Genoa,Amorim,0.0,0.0,BRA,0.0,8
ITA-Serie A,2526,Genoa,Brooke Norton-Cuffy,0.08,0.04,ENG,0.12,38
ITA-Serie A,2526,Genoa,Caleb Ekuban,0.36,0.09,GHA,0.45,15
ITA-Serie A,2526,Genoa,Jeff Ekhator,0.28,0.0,ITA,0.28,15
ITA-Serie A,2526,Genoa,Johan Vásquez,0.03,0.0,MEX,0.03,49
ITA-Serie A,2526,Genoa,Junior Messias,0.39,0.13,BRA,0.53,7
ITA-Serie A,2526,Genoa,Justin Bijlow,0.0,0.0,NED,0.0,20
ITA-Serie A,2526,Genoa,Leo Skiri Østigård,0.17,0.03,NOR,0.21,38
ITA-Serie A,2526,Genoa,Lorenzo Colombo,0.27,0.04,ITA,0.31,32
ITA-Serie A,2526,Genoa,Mikael Ellertsson,0.03,0.03,ISL,0.07,43
ITA-Serie A,2526,Genoa,Morten Frendrup,0.03,0.0,DEN,0.03,45
ITA-Serie A,2526,Genoa,Morten Thorsby,0.25,0.12,NOR,0.37,13
ITA-Serie A,2526,Genoa,Nicola Leali,0.0,0.0,ITA,0.0,27
ITA-Serie A,2526,Genoa,Patrizio Masini,0.0,0.06,ITA,0.06,22
ITA-Serie A,2526,Genoa,Ruslan Malinovskyi,0.24,0.12,UKR,0.36,32
ITA-Serie A,2526,Genoa,Sebastian Otoa,0.0,0.0,DEN,0.0,17
ITA-Serie A,2526,Genoa,Stefano Sabelli,0.0,0.0,ITA,0.0,10
ITA-Serie A,2526,Genoa,Vitinha,0.2,0.04,POR,0.24,34
ITA-Serie A,2526,Hellas Verona,Abdou Harroui,0.1,0.0,NED,0.1,21
ITA-Serie A,2526,Hellas Verona,Al-Musrati,0.0,0.11,LBY,0.11,19
ITA-Serie A,2526,Hellas Verona,Amin Sarr,0.0,0.08,SWE,0.08,33
ITA-Serie A,2526,Hellas Verona,Andrias Edmundsson,0.0,0.0,FRO,0.0,20
ITA-Serie A,2526,Hellas Verona,Antoine Bernede,0.04,0.08,FRA,0.12,38
ITA-Serie A,2526,Hellas Verona,Armel Bella Kotchap,0.0,0.0,GER,0.0,27
ITA-Serie A,2526,Hellas Verona,Cheikh Niasse,0.0,0.09,SEN,0.09,20
ITA-Serie A,2526,Hellas Verona,Daniel Mosquera,0.0,0.3,COL,0.3,12
ITA-Serie A,2526,Hellas Verona,Daniel Oyegoke,0.0,0.0,ENG,0.0,8
ITA-Serie A,2526,Hellas Verona,Domagoj Bradarić,0.0,0.05,CRO,0.05,39
ITA-Serie A,2526,Hellas Verona,Gift Orban,0.31,0.09,NGA,0.4,33
ITA-Serie A,2526,Hellas Verona,Giovane,0.18,0.23,BRA,0.41,23
ITA-Serie A,2526,Hellas Verona,Jean-Daniel Akpa-Akpro,0.06,0.0,CIV,0.06,19
ITA-Serie A,2526,Hellas Verona,Kieron Bowie,0.3,0.0,SCO,0.3,18
ITA-Serie A,2526,Hellas Verona,Lorenzo Montipò,0.0,0.03,ITA,0.03,54
ITA-Serie A,2526,Hellas Verona,Martin Frese,0.07,0.0,DEN,0.07,40
ITA-Serie A,2526,Hellas Verona,Nicolás Valentini,0.0,0.0,ARG,0.0,22
ITA-Serie A,2526,Hellas Verona,Rafik Belghali,0.09,0.0,ALG,0.09,28
ITA-Serie A,2526,Hellas Verona,Roberto Gagliardini,0.04,0.0,ITA,0.04,36
ITA-Serie A,2526,Hellas Verona,Suat Serdar,0.16,0.0,GER,0.16,24
ITA-Serie A,2526,Hellas Verona,Unai Núñez,0.0,0.0,ESP,0.0,26
ITA-Serie A,2526,Hellas Verona,Victor Nelsson,0.0,0.0,DEN,0.0,59
ITA-Serie A,2526,Inter,Alessandro Bastoni,0.04,0.16,ITA,0.2,21
ITA-Serie A,2526,Inter,Andy Diouf,0.18,0.0,FRA,0.18,5
ITA-Serie A,2526,Inter,Ange-Yoan Bonny,0.39,0.32,FRA,0.71,11
ITA-Serie A,2526,Inter,Carlos Augusto,0.05,0.05,BRA,0.1,19
ITA-Serie A,2526,Inter,Davide Frattesi,0.0,0.0,ITA,0.0,4
ITA-Serie A,2526,Inter,Denzel Dumfries,0.2,0.07,NED,0.27,14
ITA-Serie A,2526,Inter,Federico Dimarco,0.23,0.53,ITA,0.77,27
