league,season,team,player,goals_p90,assists_p90,selection,ga
,2526,Mainz 05,Lee Jae-sung,0.16,0.08,KOR,0.24713958810068648
,2526,Mainz 05,Lennard Maloney,0.0,0.0,USA,0.0
,2526,Mainz 05,Nadiem Amiri,0.52,0.09,GER,0.6048967834853576
,2526,Mainz 05,Nelson Weiper,0.0,0.0,GER,0.0
,2526,Mainz 05,Nikolas Veratschnig,0.0,0.14,AUT,0.13636363636363638
,2526,Mainz 05,Paul Nebel,0.22,0.09,GER,0.30390738060781475
,2526,Mainz 05,Phillip Tietz,0.28,0.11,GER,0.391304347826087
,2526,Mainz 05,Phillipp Mwene,0.04,0.09,AUT,0.1304978250362494
,2526,Mainz 05,Robin Zentner,0.0,0.0,GER,0.0
,2526,Mainz 05,Sheraldo Becker,0.29,0.29,SUR,0.5708245243128964
,2526,Mainz 05,Silvan Widmer,0.1,0.05,SUI,0.14917127071823205
,2526,Mainz 05,Stefan Bell,0.17,0.09,GER,0.2598652550529355
,2526,Mainz 05,Stefan Posch,0.0,0.0,AUT,0.0
,2526,RB Leipzig,Antonio Nusa,0.18,0.13,NOR,0.3108041440552541
,2526,RB Leipzig,Assan Ouedraogo,0.38,0.28,GER,0.6645569620253164
,2526,RB Leipzig,Brajan Gruda,0.36,0.36,GER,0.7171314741035856
,2526,RB Leipzig,Castello Lukeba,0.04,0.0,FRA,0.04136029411764706
,2526,RB Leipzig,Christoph Baumgartner,0.42,0.26,AUT,0.6798561151079137
,2526,RB Leipzig,Conrad Harder,0.29,0.29,DEN,0.5793991416309012
,2526,RB Leipzig,David Raum,0.11,0.25,GER,0.3525264394829612
,2526,RB Leipzig,El Chadaille Bitshiabu,0.0,0.0,FRA,0.0
,2526,RB Leipzig,Ezechiel Banzuzi,0.0,0.15,NED,0.1507537688442211
,2526,RB Leipzig,Johan Bakayoko,0.23,0.0,BEL,0.23166023166023167
,2526,RB Leipzig,Maarten Vandevoordt,0.0,0.0,BEL,0.0
,2526,RB Leipzig,Max Finkgräfe,0.18,0.18,GER,0.35714285714285715
,2526,RB Leipzig,Nicolas Seiwald,0.0,0.07,AUT,0.06681514476614699
,2526,RB Leipzig,Péter Gulácsi,0.0,0.0,HUN,0.0
,2526,RB Leipzig,Ridle Baku,0.07,0.11,GER,0.17971246006389777
,2526,RB Leipzig,Rômulo,0.37,0.16,BRA,0.5347349177330896
,2526,RB Leipzig,Willi Orban,0.06,0.0,HUN,0.061037639877924724
,2526,RB Leipzig,Xaver Schlager,0.15,0.05,AUT,0.195971692977681
,2526,RB Leipzig,Yan Diomandé,0.44,0.29,CIV,0.7281553398058253
,2526,St Pauli,Adam Dźwigała,0.07,0.07,POL,0.13975155279503104
,2526,St Pauli,Andreas Hountondji,0.34,0.0,BEN,0.3373945641986879
,2526,St Pauli,Arkadiusz Pyrka,0.0,0.03,POL,0.03493788819875776
,2526,St Pauli,Connor Metcalfe,0.0,0.3,AUS,0.30405405405405406
,2526,St Pauli,Danel Sinani,0.22,0.13,LUX,0.3479942000966651
,2526,St Pauli,Eric Smith,0.08,0.08,SWE,0.15577672003461704
,2526,St Pauli,Hauke Wahl,0.07,0.03,GER,0.10416666666666666
,2526,St Pauli,Jackson Irvine,0.0,0.06,AUS,0.05541871921182266
,2526,St Pauli,James Sands,0.05,0.0,USA,0.04653567735263703
,2526,St Pauli,Joel Fujita,0.03,0.1,JPN,0.1350844277673546
,2526,St Pauli,Karol Mets,0.05,0.0,EST,0.04658385093167702
,2526,St Pauli,Lars Ritzka,0.0,0.0,GER,0.0
,2526,St Pauli,Louis Oppie,0.06,0.0,GER,0.05555555555555555
,2526,St Pauli,Manolis Saliakas,0.08,0.24,GRE,0.325497287522604
,2526,St Pauli,Martijn Kaars,0.2,0.07,NED,0.26706231454005935
,2526,St Pauli,Mathias Pereira Lage,0.09,0.09,POR,0.178394449950446
,2526,St Pauli,Mathias Rasmussen,0.0,0.0,NOR,0.0
,2526,St Pauli,Nikola Vasilj,0.0,0.0,BIH,0.0
,2526,St Pauli,Tomoya Ando,0.0,0.07,JPN,0.07142857142857142
,2526,Stuttgart,Alexander Nübel,0.0,0.03,GER,0.029411764705882353
,2526,Stuttgart,Angelo Stiller,0.07,0.16,GER,0.22967553773240976
,2526,Stuttgart,Atakan Karazor,0.0,0.05,TUR,0.04777070063694267
,2526,Stuttgart,Badredine Bouanani,0.0,0.0,ALG,0.0
,2526,Stuttgart,Bilal El Khannouss,0.22,0.28,MAR,0.49693251533742333
,2526,Stuttgart,Chema,0.21,0.0,ESP,0.20610687022900764
,2526,Stuttgart,Chris Führich,0.37,0.37,GER,0.7420494699646643
,2526,Stuttgart,Deniz Undav,0.76,0.28,GER,1.0441767068273093
,2526,Stuttgart,Ermedin Demirović,0.72,0.18,BIH,0.9018036072144289
,2526,Stuttgart,Finn Jeltsch,0.0,0.06,GER,0.059563203176704174
,2526,Stuttgart,Jamie Leweling,0.27,0.34,GER,0.6083650190114068
,2526,Stuttgart,Josha Vagnoman,0.06,0.17,GER,0.22684310018903592
,2526,Stuttgart,Julian Chabot,0.0,0.0,GER,0.0
,2526,Stuttgart,Lorenz Assignon,0.0,0.0,TOG,0.0
,2526,Stuttgart,Luca Jaquez,0.0,0.1,SUI,0.10022271714922049
,2526,Stuttgart,Maximilian Mittelstädt,0.25,0.16,GER,0.4117108874656908
,2526,Stuttgart,Nikolas Nartey,0.29,0.21,DEN,0.501592356687898
,2526,Stuttgart,Ramon Hendriks,0.0,0.13,NED,0.13333333333333333
,2526,Stuttgart,Tiago Tomás,0.44,0.26,POR,0.7058823529411764
,2526,Union Berlin,Alex Král,0.0,0.0,CZE,0.0
,2526,Union Berlin,Aljoscha Kemlein,0.0,0.09,GER,0.09188361408882083
,2526,Union Berlin,Andrej Ilic,0.2,0.4,SRB,0.5981391227292866
,2526,Union Berlin,András Schäfer,0.13,0.06,HUN,0.19000703729767768
,2526,Union Berlin,Christopher Trimmel,0.0,0.15,AUT,0.14508328855454058
,2526,Union Berlin,Danilho Doekhi,0.15,0.0,NED,0.14705882352941177
,2526,Union Berlin,Derrick Köhn,0.05,0.09,GHA,0.14218009478672985
,2526,Union Berlin,Diogo Leite,0.0,0.0,POR,0.0
,2526,Union Berlin,Frederik Rønnow,0.0,0.0,DEN,0.0
,2526,Union Berlin,Ilyas Ansah,0.24,0.05,GER,0.2854122621564482
,2526,Union Berlin,Janik Haberer,0.0,0.05,GER,0.054678007290400975
,2526,Union Berlin,Jeong Woo-yeong,0.3,0.08,KOR,0.37593984962406013
,2526,Union Berlin,Leopold Querfeld,0.1,0.0,AUT,0.09981515711645102
,2526,Union Berlin,Livan Burcu,0.14,0.14,TUR,0.2764976958525346
,2526,Union Berlin,Oliver Burke,0.32,0.11,SCO,0.4326923076923077
,2526,Union Berlin,Rani Khedira,0.16,0.03,TUN,0.19081272084805653
,2526,Union Berlin,Stanley N'Soki,0.11,0.22,FRA,0.33088235294117646
,2526,Union Berlin,Tim Skarke,0.14,0.14,GER,0.28892455858747995
,2526,Union Berlin,Tom Rothe,0.17,0.0,GER,0.1749271137026239
,2526,Werder Bremen,Abdoul Coulibaly,0.04,0.0,GER,0.04245283018867924
,2526,Werder Bremen,Amos Pieper,0.0,0.0,GER,0.0
,2526,Werder Bremen,Cameron Puertas,0.05,0.1,SUI,0.14626218851570963
,2526,Werder Bremen,Felix Agu,0.0,0.0,NGA,0.0
,2526,Werder Bremen,Isaac Schmidt,0.13,0.0,SUI,0.13196480938416422
,2526,Werder Bremen,Jens Stage,0.37,0.07,DEN,0.43902439024390244
,2526,Werder Bremen,Jovan Milošević,0.55,0.18,SRB,0.7377049180327868
,2526,Werder Bremen,Julián Malatini,0.0,0.0,ARG,0.0
,2526,Werder Bremen,Justin Njinmah,0.23,0.0,GER,0.23112480739599384
,2526,Werder Bremen,Keke Topp,0.14,0.14,GER,0.2821316614420063
,2526,Werder Bremen,Leonardo Bittencourt,0.0,0.15,GER,0.14634146341463417
,2526,Werder Bremen,Marco Friedl,0.04,0.0,AUT,0.03534956794972506
,2526,Werder Bremen,Marco Grüll,0.13,0.04,AUT,0.1794616151545364
,2526,Werder Bremen,Mio Backhaus,0.0,0.0,GER,0.0
,2526,Werder Bremen,Niklas Stark,0.0,0.0,GER,0.0
,2526,Werder Bremen,Olivier Deman,0.07,0.14,BEL,0.21531100478468898
,2526,Werder Bremen,Romano Schmid,0.12,0.24,AUT,0.36217303822937624
,2526,Werder Bremen,Samuel Mbangula,0.23,0.15,BEL,0.3842869342442357
,2526,Werder Bremen,Senne Lynen,0.0,0.0,BEL,0.0
,2526,Werder Bremen,Yukinari Sugawara,0.0,0.22,JPN,0.22240527182866557
,2526,Wolfsburg,Aaron Zehnter,0.12,0.0,GER,0.12362637362637363
,2526,Wolfsburg,Adam Daghim,0.13,0.2,DEN,0.32991202346041054
,2526,Wolfsburg,Christian Eriksen,0.11,0.34,DEN,0.4481327800829875
,2526,Wolfsburg,Denis Vavro,0.08,0.0,SVK,0.07653061224489796
,2526,Wolfsburg,Dženan Pejčinović,0.49,0.0,GER,0.4931506849315069
,2526,Wolfsburg,Jeanuël Belocian,0.0,0.07,FRA,0.07177033492822966
,2526,Wolfsburg,Jenson Seelt,0.0,0.0,NED,0.0
,2526,Wolfsburg,Joakim Mæhle,0.07,0.15,DEN,0.220949263502455
,2526,Wolfsburg,Jonas Wind,0.19,0.0,DEN,0.18711018711018712
,2526,Wolfsburg,Kamil Grabara,0.0,0.0,POL,0.0
,2526,Wolfsburg,Kilian Fischer,0.0,0.0,GER,0.0
,2526,Wolfsburg,Konstantinos Koulierakis,0.15,0.04,GRE,0.18130539887187752
,2526,Wolfsburg,Lovro Majer,0.13,0.2,CRO,0.3282275711159738
,2526,Wolfsburg,Mattias Svanberg,0.31,0.1,SWE,0.4181184668989547
,2526,Wolfsburg,Maximilian Arnold,0.05,0.19,GER,0.2420656266810113
,2526,Wolfsburg,Mohamed Amoura,0.38,0.14,ALG,0.5158936946326211
,2526,Wolfsburg,Moritz Jenz,0.05,0.0,GER,0.05036373810856184
,2526,Wolfsburg,Patrick Wimmer,0.22,0.17,AUT,0.38864898210980875
,2526,Wolfsburg,Sael Kumbedi,0.0,0.25,FRA,0.24944567627494457
,2526,Wolfsburg,Vinicius Souza,0.0,0.0,BRA,0.0
,2526,Wolfsburg,Yannick Gerhardt,0.08,0.0,GER,0.08426966292134831
